name,npts,solution,resíduo algébrico,resíduo geométrico,gradiente algébrico,gradiente geométrico
sphere2D_-70.8_-66.9_29.0_0.csv,664,"[-70.82318321886295, -66.98453717571556, 29.035700573869118]",2.280088807598243e6,529.5343043505919,[-9.79648575594183e-7 -8.603281855812384e-7 157054.16177249662],[-7.031150411700539 9.507187207781607 69.90215387323556]
sphere2D_-71.4_-65.4_27.0_0.csv,251,"[-71.35261630472945, -65.2185120712881, 27.029934925885815]",713368.1515918346,198.02307430573185,[-4.248806817486184e-8 -9.601660444502613e-8 52783.56411579956],[-0.2624676185156931 -2.106721332356 27.135462194965996]
sphere2D_-72.3_71.5_102.0_0.csv,30,"[-72.18511195183665, 71.60995705294147, 102.07983706609302]",1.0434152201678487e6,20.511704573105717,[-5.08371158502996e-8 -4.855309043705347e-9 20443.12079968315],[0.4439004893188079 -0.30981978119835196 0.7359896841786338]
sphere2D_-72.8_85.6_13.0_0.csv,694,"[-72.79707521855863, 85.55057276990229, 13.154835656956818]",495601.94014557794,564.2991318433897,[3.036044176951691e-6 -2.8402162079999016e-6 75349.01282324128],[2.4030069278134274 -9.268101988472656 164.95907211135963]
sphere2D_-73.0_-22.6_50.0_0.csv,281,"[-72.863772554471, -22.407577203578747, 50.07860099851144]",2.4035226992360926e6,209.3743722665038,[-6.424020284612197e-7 1.2676935412514467e-7 95990.00975588686],[0.3063710820425905 0.7658400673245158 14.375409187949415]
sphere2D_-76.3_-81.6_102.0_0.csv,206,"[-76.4643010529952, -81.60430787518374, 102.12609983376207]",8.032947604468733e6,157.9580730591891,[3.136665327474475e-7 3.090106588388153e-6 157314.2931649097],[0.7806600563737718 -0.0866212012534546 5.655702864726408]
sphere2D_-76.3_38.4_146.0_0.csv,764,"[-76.29506387106984, 38.33334667258702, 146.01983863442027]",6.733572825925484e7,629.3251675632412,[-5.319539923220873e-6 1.3292234257278324e-5 922281.9157717007],[0.943998874154758 -0.7426981556169555 16.219642211731525]
sphere2D_-77.3_-36.5_64.0_0.csv,137,"[-77.44213023987474, -36.591244793269304, 64.0483946770028]",2.2048869491999554e6,102.0454931058422,[-4.849498509429395e-7 -3.92288114881012e-7 68850.65458100692],[1.0334312505869725 -1.658451826383076 6.304700602609401]
sphere2D_-79.0_66.0_136.0_0.csv,590,"[-78.95541282423311, 65.99389820016135, 136.0142352210428]",4.795517701138949e7,497.43580126621293,[-2.9023794922977686e-7 9.359472535663826e-6 705149.3828365214],[0.16571173084056756 -0.8315983777125401 14.297968095389649]
sphere2D_-79.7_69.2_49.0_0.csv,100,"[-79.72835250196358, 69.33110817538537, 49.100517119319605]",946896.9250009072,81.62282052944784,[5.818510544486344e-7 5.161791705177166e-7 38569.73329705956],[0.3730004104503477 0.8821730187939412 5.997276860534541]
sphere2D_-8.2_-67.7_59.0_0.csv,684,"[-8.21952805774283, -67.60575527847789, 59.04068250154313]",8.499096247939182e6,519.7058976573445,[2.1761661628261209e-7 -8.733114782444318e-7 287906.43630048365],[-7.4247193794033794 2.7798466057529496 30.98758861176769]
sphere2D_-80.8_1.1_143.0_0.csv,118,"[-80.70830270714549, 1.251336254512239, 142.99690988831503]",1.0448022088670589e7,101.3700553449172,[1.7797574400901794e-6 2.261516215185111e-6 146129.3407958588],[-0.008275081399945705 0.16613542479583704 2.679792417577346]
sphere2D_-81.2_-1.5_105.0_0.csv,996,"[-81.19380307594315, -1.5217668668167614, 105.0537295055785]",4.274389451593812e7,783.2336801085447,[1.002703356789425e-6 5.887776097779351e-6 813753.0141377117],[-0.1942519609468023 1.6924459400743974 27.65759374991012]
sphere2D_-81.6_89.2_128.0_0.csv,307,"[-81.51421877835648, 89.23479299364604, 127.93816171888419]",1.8365909908674326e7,232.36901712981614,[1.2109812814742327e-6 -2.5845984055195004e-6 287106.04657811497],[-0.37375032662541585 -0.2310312830827347 6.574230829256436]
sphere2D_-83.0_-96.0_115.0_0.csv,401,"[-82.99288874498593, -95.92484439745822, 115.02363653313174]",1.9893347358876564e7,315.00212920770963,[-3.9046426536515355e-6 3.789395236708515e-6 345900.1638015141],[0.31368902641608276 0.5035388900531114 9.808037652326675]
sphere2D_-83.0_22.8_74.0_0.csv,904,"[-82.95457014046215, 22.78979052289396, 74.03491644553607]",1.9361068875896566e7,711.1744213322485,[-5.715774022974074e-7 1.0428356631564384e-6 523025.3454807274],[0.7925651896793435 -0.771345379816319 35.78304505919368]
sphere2D_-83.9_45.6_43.0_0.csv,657,"[-83.8461001720065, 45.67582539551521, 43.074729943074196]",4.585374215792124e6,503.39035993727646,[-2.2728636395186186e-7 4.190599156572716e-8 212903.21364021255],[1.640206445937015 -0.3225961465815824 43.038459033628456]
sphere2D_-87.8_-48.0_24.0_0.csv,901,"[-87.75903357961056, -48.00358109965055, 24.096913131513173]",2.211521855394989e6,736.0004011828731,[-1.2896034604636952e-6 2.5658601430222916e-6 183552.29513072156],[5.380556651949933 13.263461779533907 118.76710329972313]
sphere2D_-87.9_-79.6_97.0_0.csv,900,"[-87.90060899023773, -79.60537051909877, 96.9617194037462]",3.367885108091151e7,720.1212618140764,[-1.3618755474453792e-6 -5.929579707242283e-6 694683.454213738],[-1.4683239909609072 1.2477719741369238 27.71512544714963]
sphere2D_-88.4_34.1_135.0_0.csv,553,"[-88.37403552490045, 34.0265966377176, 134.93991682846337]",3.8898879698065005e7,435.14066664344335,[2.954226147267036e-6 -1.1008367266640562e-6 576536.2927785396],[-0.48333635089154203 0.6891750916295936 11.871138560944587]
