name,npts,solution,resíduo algébrico,resíduo geométrico,gradiente algébrico,gradiente geométrico
sphere2D_-62.8_-42.3_79.0_0.csv,143,"[-62.65215835733008, -42.178032899512935, 79.00226153377557]",3.4521012656189753e6,115.03360603201176,[3.900950105162337e-6 9.784371091114963e-7 -7.78106550569646e-6],[1.0650807200536725 0.42375344325142345 1.753128102532287]
sphere2D_-63.3_99.1_118.0_0.csv,748,"[-63.38164954887522, 99.05707582775457, 118.03319605210659]",3.978841162139572e7,587.9253945898976,[0.00034906288783531636 -0.00015762400801122567 -0.0004086098924744874],[0.46049963467718413 -0.91289928652937 6.0463667085313375]
sphere2D_-64.4_-3.3_94.0_0.csv,673,"[-64.29660395839588, -3.224102549130005, 94.0103346280627]",2.488871320888199e7,546.9213829108116,[-1.8862192519009113e-6 8.539724376532831e-7 -3.153254510834813e-7],[-1.3971181251033356 1.337598836648218 7.487036260846764]
sphere2D_-65.0_-41.0_42.0_0.csv,371,"[-65.05593656823235, -41.05416842075279, 41.944093008073665]",2.336894780164253e6,274.7839715837862,[-9.943305485649034e-7 8.12150773299436e-8 3.967302291130181e-6],[0.43851014511877784 1.26265692151118 7.893347246091693]
sphere2D_-65.5_73.1_5.0_0.csv,261,"[-65.51320512353776, 73.20013195028928, 5.2240545097360185]",30988.719275877185,202.69268304701762,[1.90678179023962e-7 -6.214354133504685e-7 -2.555335640863632e-7],[-9.733531460154667 32.395976177670626 51.74753794810189]
sphere2D_-66.8_91.9_81.0_0.csv,737,"[-66.82543502893144, 91.8708640421248, 80.98726900177479]",1.895734295750257e7,584.4049437018662,[-1.743290340527892e-5 1.8579974266685895e-5 1.6319419955834746e-5],[0.6717973125814236 1.742272947590758 8.911234548871107]
sphere2D_-66.9_-15.2_31.0_0.csv,551,"[-66.9086501201431, -15.091107025821394, 31.06603736847295]",2.128051621230364e6,448.2926731108855,[1.6179819795070216e-7 1.28335511107025e-7 -1.0333060345146805e-6],[5.08790596961062 0.5114819059010883 17.79847855269474]
sphere2D_-67.5_53.4_89.0_0.csv,549,"[-67.49367833647489, 53.30221930418234, 88.97585979123251]",1.7534941460083704e7,442.46538991847046,[1.0967505659209564e-5 5.60975765040439e-6 -1.9637995137600228e-5],[-1.139190325170835 0.9687661239220097 6.2200627755199775]
sphere2D_-68.7_63.1_149.0_0.csv,47,"[-68.88744902927756, 63.02580816095088, 149.24665118443735]",4.256013844293398e6,37.74779319553028,[1.013569999486208e-5 6.285189044774597e-7 -3.161971108056605e-6],[-0.21187191179933418 -0.14933364304722846 0.3200962302079233]
sphere2D_-69.7_-35.1_27.0_0.csv,286,"[-69.82218504075367, -35.05829368255841, 27.014502581019347]",763597.3930593068,219.45554864343197,[7.382459443761036e-7 -2.281169564355423e-8 -2.1702753656427376e-6],[-6.916108392255838 -0.8594428984532843 9.701257363472834]
sphere2D_-70.5_1.0_105.0_0.csv,856,"[-70.45795173622103, 1.0240817815763599, 105.03123119712205]",3.71905072279303e7,671.252780258603,[-8.456117939203978e-7 -1.9792922785200062e-6 -2.0853476598858833e-6],[-0.21040150280925118 -1.2678730344254938 8.02684272426663]
sphere2D_-70.8_-66.9_29.0_0.csv,664,"[-70.8230599025705, -66.98448556263303, 29.000609843376186]",2.2773349000489525e6,528.977864527571,[2.2233416530070826e-6 -6.786360415844683e-7 -1.9345869986864273e-5],[-7.022240003564242 9.495879010627126 23.301993647775085]
sphere2D_-71.4_-65.4_27.0_0.csv,251,"[-71.35244876566324, -65.2185322231633, 26.993931888041512]",712418.6000577051,197.7919709354454,[-1.3313347153598443e-6 -5.9752518444256e-7 5.365709853322187e-6],[-0.26235703236420327 -2.1039397915090357 9.062137513323187]
sphere2D_-72.3_71.5_102.0_0.csv,30,"[-72.18459563861038, 71.6099682519712, 102.07164560228684]",1.0433314939718839e6,20.529409664199733,[-2.7579881134442985e-6 -4.5679740878767916e-7 4.76351851830259e-6],[0.44394846326405535 -0.3098285459736224 0.24550696190010513]
